cluster,fs,bytes,n_tasks,n_nodes,n_files,write_mean_rate,write_sd_rate,write_mean_time,write_sd_time,stat_mean_rate,stat_sd_rate,stat_mean_time,stat_sd_time,read_mean_rate,read_sd_rate,read_mean_time,read_sd_time,removal_mean_rate,removal_sd_rate,removal_mean_time,removal_sd_time
claix23,lustre,16,1,1,1000,3022.653,833.871,0.398,0.280,3247.844,845.490,0.341,0.147,3764.116,371.822,0.268,0.030,2786.656,438.566,0.369,0.072
claix23,lustre,16,1,1,1000,3844.038,55.191,0.260,0.004,4225.898,108.043,0.237,0.006,4289.237,223.209,0.234,0.013,3440.613,51.648,0.291,0.004
claix23,lustre,64,1,1,1000,3888.165,138.107,0.257,0.009,3593.732,152.505,0.279,0.011,4357.729,127.718,0.230,0.007,3341.690,72.161,0.299,0.006
claix23,lustre,64,1,1,1000,3881.214,22.001,0.258,0.001,4150.447,147.306,0.241,0.008,4286.052,87.387,0.233,0.005,3343.909,53.375,0.299,0.005
claix23,lustre,256,1,1,1000,3561.810,252.282,0.282,0.021,4105.884,200.122,0.244,0.011,4117.320,190.245,0.243,0.011,3183.793,131.324,0.315,0.013
claix23,lustre,256,1,1,1000,4241.373,116.302,0.236,0.007,4047.669,139.188,0.247,0.008,4841.926,64.404,0.207,0.003,3549.454,53.732,0.282,0.004
claix23,lustre,256,1,1,1000,3839.116,200.920,0.261,0.014,3976.594,124.885,0.252,0.008,4790.497,179.280,0.209,0.008,3551.760,73.971,0.282,0.006
claix23,lustre,512,1,1,1000,3834.379,155.639,0.261,0.011,3838.535,116.485,0.261,0.008,4581.814,174.576,0.219,0.008,3446.979,65.328,0.290,0.005
claix23,lustre,1024,1,1,1000,3699.133,106.103,0.271,0.008,4011.118,217.027,0.250,0.013,4202.809,172.326,0.238,0.010,3148.227,157.995,0.318,0.017
claix23,lustre,1024,1,1,1000,4268.023,100.088,0.234,0.006,4474.773,121.403,0.224,0.006,4778.147,171.668,0.210,0.008,3581.191,52.240,0.279,0.004
claix23,lustre,1024,1,1,1000,3948.088,152.575,0.254,0.010,3841.942,126.463,0.261,0.009,4613.899,210.239,0.217,0.010,3459.455,121.191,0.289,0.010
claix23,lustre,2048,1,1,1000,3925.196,269.071,0.256,0.020,3766.040,492.195,0.271,0.051,4621.042,211.414,0.217,0.010,3505.510,119.906,0.286,0.010
claix23,lustre,2048,1,1,1000,2549.792,421.648,0.405,0.088,9721.100,81.799,0.103,0.001,4855.991,163.572,0.206,0.008,6246.900,154.352,0.160,0.004
claix23,lustre,4096,1,1,1000,3920.328,83.105,0.255,0.006,4275.839,190.392,0.234,0.011,4273.671,251.332,0.235,0.016,3460.321,22.686,0.289,0.002
claix23,lustre,4096,1,1,1000,3874.528,59.563,0.258,0.004,3492.415,176.748,0.287,0.014,4170.000,68.799,0.240,0.004,3281.163,101.864,0.305,0.010
claix23,lustre,4096,1,1,1000,3900.539,199.430,0.257,0.013,3515.603,189.558,0.285,0.015,4583.381,301.425,0.219,0.015,3478.785,137.124,0.288,0.012
claix23,lustre,4096,1,1,1000,2512.241,402.909,0.410,0.081,9653.885,505.818,0.104,0.005,4780.414,142.354,0.209,0.006,6164.092,131.982,0.162,0.004
claix23,lustre,8192,1,1,1000,3902.545,250.963,0.257,0.016,3395.424,166.880,0.295,0.015,4519.852,295.221,0.222,0.015,3442.045,96.414,0.291,0.008
claix23,lustre,8192,1,1,1000,2632.132,58.064,0.380,0.008,8744.659,642.741,0.115,0.009,4455.726,104.707,0.225,0.005,6094.014,162.305,0.164,0.004
claix23,lustre,8192,1,1,1000,2585.139,60.158,0.387,0.009,8934.898,364.266,0.112,0.005,4593.322,155.975,0.218,0.008,6045.517,151.592,0.166,0.004
claix23,lustre,16384,1,1,1000,3439.173,189.880,0.292,0.016,3725.996,171.842,0.269,0.013,3849.608,161.568,0.260,0.011,2917.775,247.994,0.345,0.035
claix23,lustre,16384,1,1,1000,4115.571,129.887,0.243,0.007,4420.555,190.343,0.227,0.010,4668.519,87.303,0.214,0.004,3466.685,60.432,0.289,0.005
claix23,lustre,16384,1,1,1000,3811.773,150.004,0.263,0.010,3452.140,107.372,0.290,0.009,4502.659,220.940,0.223,0.011,3336.909,122.365,0.300,0.011
claix23,lustre,16384,1,1,1000,2522.798,210.083,0.399,0.041,8446.562,527.894,0.119,0.008,4422.860,62.489,0.226,0.003,5813.895,109.955,0.172,0.003
claix23,lustre,16384,1,1,1000,2594.770,56.452,0.386,0.009,9221.593,434.236,0.109,0.006,4675.691,58.768,0.214,0.003,6069.605,195.309,0.165,0.006
claix23,lustre,32768,1,1,1000,3738.479,168.121,0.268,0.012,3373.703,137.002,0.297,0.012,4470.028,207.927,0.224,0.010,3358.054,94.356,0.298,0.008
claix23,lustre,32768,1,1,1000,2471.414,184.003,0.407,0.036,8666.999,386.138,0.116,0.005,4356.837,107.513,0.230,0.006,5698.005,371.261,0.176,0.014
claix23,lustre,32768,1,1,1000,2624.179,75.166,0.381,0.011,9701.328,549.737,0.103,0.006,4854.004,131.552,0.206,0.006,6009.771,367.344,0.167,0.011
claix23,lustre,65536,1,1,1000,3358.705,53.408,0.298,0.005,3679.688,97.019,0.272,0.007,3988.399,114.337,0.251,0.007,3132.982,38.108,0.319,0.004
claix23,lustre,65536,1,1,1000,3806.419,81.885,0.263,0.006,4772.226,149.196,0.210,0.007,4688.324,130.938,0.213,0.006,3637.456,89.261,0.275,0.007
claix23,lustre,65536,1,1,1000,3685.564,150.379,0.272,0.011,4981.866,171.945,0.201,0.007,4389.134,116.181,0.228,0.006,3609.285,109.982,0.277,0.009
claix23,lustre,65536,1,1,1000,3471.680,221.108,0.289,0.019,3426.863,162.914,0.292,0.014,4390.122,230.965,0.228,0.012,3351.034,111.773,0.299,0.010
claix23,lustre,65536,1,1,1000,2355.840,185.570,0.427,0.041,8554.433,233.410,0.117,0.003,4281.983,108.828,0.234,0.006,5566.224,182.963,0.180,0.006
claix23,lustre,65536,1,1,1000,2555.482,99.419,0.392,0.015,9728.367,442.989,0.103,0.004,4637.656,198.000,0.216,0.010,5787.694,226.944,0.173,0.007
claix23,lustre,131072,1,1,1000,2249.537,55.654,0.445,0.011,8607.135,472.349,0.117,0.007,4153.765,101.134,0.241,0.006,5177.014,147.669,0.193,0.006
claix23,lustre,131072,1,1,1000,2280.648,273.596,0.446,0.074,9685.137,306.228,0.103,0.003,4423.127,135.140,0.226,0.007,5482.541,295.960,0.183,0.009
claix23,lustre,262144,1,1,1000,59.656,65.436,29.068,12.498,4116.694,1421.469,0.294,0.185,1530.401,405.236,0.690,0.156,3616.948,698.931,0.290,0.075
claix23,lustre,262144,1,1,1000,1973.321,156.650,0.510,0.050,8724.311,251.166,0.115,0.003,3885.054,112.037,0.258,0.008,4616.230,61.847,0.217,0.003
claix23,lustre,262144,1,1,1000,2083.723,63.477,0.480,0.015,9602.944,338.973,0.104,0.003,4298.323,93.155,0.233,0.005,4786.754,238.706,0.209,0.010
claix23,lustre,524288,1,1,1000,1577.493,93.355,0.636,0.043,8629.150,273.141,0.116,0.004,3410.294,76.169,0.293,0.007,3647.928,116.105,0.274,0.009
claix23,lustre,524288,1,1,1000,1658.645,31.580,0.603,0.011,9545.847,418.285,0.105,0.004,3751.401,93.869,0.267,0.007,3835.660,69.926,0.261,0.005
claix23,lustre,1048576,1,1,1000,336.085,86.646,3.203,1.001,3274.456,106.692,0.306,0.010,2412.907,253.380,0.419,0.048,1909.258,51.794,0.524,0.014
claix23,lustre,1048576,1,1,1000,737.317,38.716,1.360,0.077,4143.068,109.842,0.242,0.006,2456.127,55.501,0.407,0.009,1902.987,92.219,0.527,0.026
claix23,lustre,1048576,1,1,1000,1129.581,64.056,0.888,0.058,8612.193,98.905,0.116,0.001,2727.668,40.204,0.367,0.005,2741.936,35.930,0.365,0.005
claix23,lustre,1048576,1,1,1000,1153.603,75.128,0.871,0.066,9471.340,164.729,0.106,0.002,2954.694,27.372,0.338,0.003,2804.858,94.548,0.357,0.012
claix23,lustre,2097152,1,1,1000,722.870,42.831,1.388,0.090,9495.296,250.903,0.105,0.003,2075.011,30.695,0.482,0.007,1828.577,139.982,0.549,0.036
claix23,lustre,4194304,1,1,1000,337.527,10.521,2.965,0.092,4193.415,73.237,0.239,0.004,1159.970,12.132,0.862,0.009,1021.906,72.563,0.983,0.065
claix23,lustre,4194304,1,1,1000,180.567,161.228,18.411,16.220,2535.464,979.109,0.457,0.183,1220.438,123.897,0.827,0.084,1276.227,274.182,0.815,0.165
claix23,lustre,4194304,1,1,1000,412.499,70.307,2.507,0.540,9357.255,416.473,0.107,0.005,1391.439,15.757,0.719,0.008,1134.771,111.591,0.888,0.080
claix23,lustre,8388608,1,1,1000,220.310,13.449,4.555,0.286,9302.210,361.321,0.108,0.004,845.432,3.535,1.183,0.005,643.574,43.479,1.560,0.099
claix23,lustre,16777216,1,1,1000,35.758,23.048,32.856,8.818,2114.354,1244.464,0.580,0.210,362.849,19.332,2.763,0.145,415.036,83.893,2.505,0.532
claix23,lustre,16777216,1,1,1000,69.597,43.250,21.854,13.530,2580.370,1037.083,0.465,0.218,437.718,28.692,2.294,0.162,385.640,51.891,2.630,0.309
claix23,lustre,16777216,1,1,1000,125.782,1.524,7.951,0.096,9408.225,402.288,0.106,0.004,468.670,1.796,2.134,0.008,515.965,5.133,1.938,0.019
claix23,lustre,33554432,1,1,1000,61.048,1.998,16.398,0.583,9344.389,234.101,0.107,0.003,49.053,1.662,20.407,0.692,452.484,10.922,2.211,0.055
claix23,lustre,1,4,2,1000,12778.002,201.607,0.078,0.001,8995.416,564.973,0.112,0.007,8392.689,755.556,0.120,0.012,9650.197,345.253,0.104,0.004
claix23,lustre,4,4,2,1000,12636.554,367.465,0.079,0.002,9064.420,253.489,0.110,0.003,8338.284,674.878,0.121,0.010,9378.544,455.007,0.107,0.005
claix23,lustre,16,4,2,1000,13288.539,918.633,0.076,0.006,9551.801,233.513,0.105,0.003,9263.453,225.496,0.108,0.003,10077.381,172.564,0.099,0.002
claix23,lustre,64,4,2,1000,13995.555,544.551,0.072,0.003,9726.693,292.090,0.103,0.003,9563.506,292.836,0.105,0.003,10459.088,624.658,0.096,0.007
claix23,lustre,256,4,2,1000,13964.576,417.203,0.072,0.002,9486.648,199.461,0.105,0.002,9067.540,447.262,0.111,0.006,10145.549,717.873,0.099,0.008
claix23,lustre,1024,4,2,1000,14724.329,887.601,0.068,0.005,9621.415,464.561,0.104,0.005,9462.007,620.412,0.106,0.007,10624.370,553.917,0.094,0.006
claix23,lustre,4096,4,2,1000,14722.846,788.010,0.068,0.004,9324.563,583.831,0.108,0.007,9476.905,561.252,0.106,0.007,10382.014,684.396,0.097,0.007
claix23,lustre,16384,4,2,1000,12750.257,747.345,0.079,0.005,8484.567,706.002,0.119,0.011,8609.495,355.390,0.116,0.005,10038.647,617.491,0.100,0.007
claix23,lustre,65536,4,2,1000,12310.157,314.718,0.081,0.002,7384.538,751.360,0.137,0.018,7276.872,209.617,0.138,0.004,9774.895,133.239,0.102,0.001
claix23,lustre,262144,4,2,1000,2644.734,637.068,0.406,0.134,6986.534,1724.187,0.158,0.070,7649.094,1123.747,0.134,0.023,8104.041,310.811,0.124,0.005
claix23,lustre,1048576,4,2,1000,2101.189,220.635,0.481,0.053,7734.342,413.333,0.130,0.007,6615.367,621.497,0.152,0.013,7701.364,1743.077,0.145,0.074
claix23,lustre,1,4,2,4000,12182.635,321.031,0.329,0.009,22777.020,2497.746,0.178,0.020,12841.970,342.579,0.312,0.009,10190.065,154.461,0.393,0.006
claix23,lustre,4,4,2,4000,11459.879,775.613,0.351,0.026,22939.046,3364.860,0.178,0.028,12281.279,539.486,0.326,0.015,9752.911,291.115,0.410,0.012
claix23,lustre,16,4,2,4000,12212.312,1177.555,0.331,0.035,24895.034,2779.380,0.163,0.018,13532.222,1206.571,0.298,0.031,10509.707,613.689,0.382,0.026
claix23,lustre,64,4,2,4000,13230.188,497.930,0.303,0.012,26325.532,2961.568,0.154,0.020,14565.985,375.998,0.275,0.007,10885.689,262.893,0.368,0.009
claix23,lustre,256,4,2,4000,12287.744,310.695,0.326,0.008,23929.935,4205.716,0.173,0.035,13177.861,549.096,0.304,0.014,10214.145,150.856,0.392,0.006
claix23,lustre,1024,4,2,4000,12295.415,272.505,0.325,0.007,23946.155,3425.296,0.171,0.029,13098.984,1132.542,0.308,0.032,9947.922,469.049,0.403,0.020
claix23,lustre,4096,4,2,4000,12561.228,447.477,0.319,0.012,23295.122,2428.236,0.173,0.018,11922.850,474.326,0.336,0.013,10261.653,511.092,0.391,0.022
claix23,lustre,16384,4,2,4000,12933.878,199.636,0.309,0.005,25644.205,3779.015,0.160,0.027,12289.184,419.110,0.326,0.011,10686.330,939.862,0.378,0.041
claix23,lustre,65536,4,2,4000,10185.707,485.696,0.394,0.020,22715.111,2469.213,0.178,0.023,8156.686,477.355,0.492,0.032,9393.329,665.431,0.428,0.034
claix23,lustre,262144,4,2,4000,3617.210,485.354,1.125,0.157,11796.512,1842.967,0.348,0.068,8489.866,997.632,0.479,0.074,8696.854,885.547,0.465,0.053
claix23,lustre,1048576,4,2,4000,2414.228,365.112,1.693,0.271,9641.018,3069.427,0.459,0.159,6702.034,1025.087,0.613,0.118,9335.804,186.021,0.429,0.008
claix23,lustre,1,8,4,1000,24442.769,4088.171,0.042,0.009,14953.555,256.681,0.067,0.001,7723.845,516.073,0.130,0.009,18009.273,148.548,0.056,0.000
claix23,lustre,4,8,4,1000,25614.667,1694.883,0.039,0.003,14711.618,819.683,0.068,0.004,7812.150,267.422,0.128,0.004,17147.809,984.249,0.059,0.004
claix23,lustre,16,8,4,1000,26790.567,1925.809,0.038,0.003,15566.890,288.078,0.064,0.001,7890.736,721.089,0.128,0.012,18252.489,309.286,0.055,0.001
claix23,lustre,64,8,4,1000,25506.249,2228.199,0.040,0.004,14869.255,703.812,0.067,0.004,7598.962,655.071,0.133,0.012,17792.673,188.608,0.056,0.001
claix23,lustre,256,8,4,1000,24471.705,1305.535,0.041,0.002,13879.326,574.641,0.072,0.003,7387.042,539.548,0.136,0.011,14714.232,1929.325,0.069,0.010
claix23,lustre,1024,8,4,1000,27107.697,684.653,0.037,0.001,15286.828,223.533,0.065,0.001,8086.787,214.921,0.124,0.003,17741.661,184.103,0.056,0.001
claix23,lustre,4096,8,4,1000,25506.708,3735.413,0.040,0.009,15173.939,1689.011,0.067,0.010,7627.944,940.606,0.134,0.022,17828.995,324.320,0.056,0.001
claix23,lustre,16384,8,4,1000,22715.653,1555.103,0.044,0.003,14342.747,868.980,0.070,0.005,6757.560,596.665,0.149,0.015,16664.910,1336.180,0.060,0.005
claix23,lustre,65536,8,4,1000,22238.882,1473.356,0.045,0.003,13907.805,1647.670,0.073,0.012,5462.839,279.264,0.183,0.010,16450.223,1280.713,0.061,0.006
claix23,lustre,262144,8,4,1000,5323.784,2165.806,0.220,0.092,10456.399,6792.589,0.153,0.099,2673.000,175.685,0.376,0.026,13236.263,560.993,0.076,0.003
claix23,lustre,1048576,8,4,1000,4182.843,865.152,0.250,0.060,16925.079,1085.868,0.059,0.004,1578.305,215.983,0.645,0.094,12538.439,594.301,0.080,0.004
claix23,lustre,50331648,96,1,96,373.394,121.872,0.306,0.181,205098.875,137325.587,0.001,0.001,1269.502,332.891,0.087,0.051,203.309,1.891,0.472,0.004
claix23,lustre,25165824,96,1,192,871.149,295.384,0.272,0.173,263882.954,144782.130,0.001,0.002,3370.950,73.118,0.057,0.001,407.759,1.787,0.471,0.002
claix23,lustre,10066329,96,1,480,1883.877,457.213,0.269,0.067,456856.012,86818.480,0.001,0.000,9226.175,138.900,0.052,0.001,1030.226,8.346,0.466,0.004
claix23,lustre,5033164,96,1,960,3681.420,619.274,0.269,0.054,520194.432,32922.151,0.002,0.000,17694.585,6038.695,0.224,0.553,1931.417,342.833,0.524,0.166
claix23,lustre,2396745,96,1,2016,3575.948,107.740,0.564,0.017,60406.047,11778.696,0.036,0.012,33699.123,1712.570,0.060,0.003,3045.512,147.163,0.663,0.034
claix23,lustre,1198372,96,1,4032,3760.786,209.887,1.075,0.055,63802.661,3423.240,0.063,0.003,33720.773,1595.214,0.120,0.006,2722.154,93.307,1.483,0.051
claix23,lustre,592137,96,1,8160,3097.028,460.621,2.721,0.642,68101.159,1668.118,0.120,0.003,35772.836,1736.386,0.229,0.012,2396.016,36.525,3.406,0.053
claix23,lustre,296068,96,1,16320,3585.830,421.365,4.631,0.757,68584.755,2609.085,0.238,0.010,36946.270,1362.920,0.442,0.017,2654.285,209.984,6.192,0.604
claix23,lustre,147600,96,1,32736,3626.812,212.865,9.059,0.618,61156.334,16458.263,0.667,0.545,36046.865,1030.673,0.909,0.027,2917.489,206.924,11.277,0.881
claix23,lustre,73800,96,1,65472,3441.597,176.717,19.071,1.017,66938.656,2802.435,0.980,0.043,36543.525,678.629,1.792,0.034,3017.331,123.774,21.732,0.904
claix23,lustre,36873,96,1,131040,3229.517,478.682,41.174,4.490,66404.241,1885.227,1.975,0.054,30937.137,2933.593,4.279,0.509,2959.492,60.579,44.294,0.900
claix23,lustre,18436,96,1,262080,3578.157,179.054,73.398,3.420,59640.856,5239.399,4.429,0.440,29377.797,3124.231,9.019,1.027,3094.193,58.589,84.728,1.608
claix23,lustre,9216,96,1,524256,3389.512,122.667,154.862,5.887,52960.162,4319.558,9.964,0.882,19565.018,4983.214,29.031,10.121,2935.300,120.682,178.893,7.821
claix23,lustre,1,1000,20,1000,44371.446,5465.885,0.023,0.003,34956.173,4469.462,0.029,0.004,20533.044,5680.998,0.059,0.041,28475.594,1932.289,0.035,0.002
claix23,lustre,4,1000,20,1000,52573.165,4267.169,0.019,0.002,40533.114,5862.267,0.025,0.004,27294.242,3763.479,0.037,0.007,21927.982,9058.659,0.059,0.039
claix23,lustre,16,1000,20,1000,53703.601,1226.137,0.019,0.000,42671.138,4576.669,0.024,0.003,27597.346,4520.950,0.038,0.010,34579.935,870.016,0.029,0.001
claix23,lustre,64,1000,20,1000,43909.593,3824.381,0.023,0.002,38089.921,6817.718,0.027,0.005,26857.689,2936.168,0.038,0.005,28076.162,7809.899,0.041,0.023
claix23,lustre,256,1000,20,1000,50997.812,7019.900,0.020,0.004,40481.613,6361.992,0.025,0.004,24799.592,8169.301,0.060,0.070,28762.363,8441.103,0.045,0.039
claix23,lustre,1024,1000,20,1000,49721.134,4338.610,0.020,0.002,39107.176,6201.086,0.026,0.006,22952.188,7136.509,0.053,0.035,29057.137,5055.415,0.036,0.007
claix23,lustre,4096,1000,20,1000,52110.371,4947.138,0.019,0.002,40343.018,6878.160,0.026,0.006,25703.010,7824.464,0.059,0.075,26746.238,8895.574,0.045,0.028
claix23,lustre,16384,1000,20,1000,45195.658,5100.225,0.022,0.003,37596.786,3913.691,0.027,0.003,23000.378,1203.963,0.044,0.002,29271.387,1780.037,0.034,0.002
claix23,lustre,65536,1000,20,1000,43614.055,5760.487,0.023,0.003,35086.013,3776.113,0.029,0.003,13980.440,4044.783,0.084,0.052,23887.186,3872.087,0.043,0.008
claix23,lustre,262144,1000,20,1000,13906.925,6329.141,0.327,0.796,26056.063,12464.967,0.055,0.041,12847.964,4078.470,0.104,0.099,17340.298,2392.124,0.059,0.008
claix23,lustre,1048576,1000,20,1000,15006.723,5233.711,0.080,0.048,30828.350,12056.184,0.049,0.056,9899.587,3466.354,0.118,0.056,21614.446,1173.446,0.046,0.002
claix23,tmp,1,1,1,1000,109763.213,5675.007,0.009,0.001,1114198.826,59751.560,0.001,0.000,414182.845,17074.905,0.002,0.000,147710.893,2679.594,0.007,0.000
claix23,tmp,4,1,1,1000,113174.412,3035.286,0.009,0.000,1178510.295,91543.067,0.001,0.000,412841.784,17811.724,0.002,0.000,149490.904,1437.523,0.007,0.000
claix23,tmp,16,1,1,1000,111413.208,7594.342,0.009,0.001,1194319.461,96697.817,0.001,0.000,425490.468,27222.506,0.002,0.000,148249.916,2525.367,0.007,0.000
claix23,tmp,64,1,1,1000,112465.410,17597.488,0.009,0.002,1231689.104,95008.613,0.001,0.000,443056.509,28762.534,0.002,0.000,149846.040,3557.016,0.007,0.000
claix23,tmp,256,1,1,1000,108168.173,6504.175,0.009,0.001,1191787.618,107510.780,0.001,0.000,408587.488,19890.093,0.002,0.000,149046.413,2652.871,0.007,0.000
claix23,tmp,1024,1,1,1000,114976.975,21876.494,0.009,0.003,1272536.899,148546.275,0.001,0.000,440267.637,28627.393,0.002,0.000,150195.151,1719.743,0.007,0.000
claix23,tmp,4096,1,1,1000,115496.773,20412.538,0.009,0.002,1167771.992,149291.299,0.001,0.000,415073.559,37426.724,0.002,0.000,147656.563,1895.003,0.007,0.000
claix23,tmp,16384,1,1,1000,92788.829,6916.932,0.011,0.001,1174411.579,144728.171,0.001,0.000,278883.357,24560.052,0.004,0.000,130105.051,2307.383,0.008,0.000
claix23,tmp,65536,1,1,1000,45956.617,1569.005,0.022,0.001,1148669.054,72273.032,0.001,0.000,104954.844,3652.066,0.010,0.000,92903.125,2708.558,0.011,0.000
claix23,tmp,262144,1,1,1000,15974.792,850.873,0.063,0.004,1052669.107,56416.075,0.001,0.000,32844.982,683.638,0.030,0.001,48785.282,1192.898,0.021,0.001
claix23,tmp,1048576,1,1,1000,4219.686,43.059,0.237,0.002,1053071.104,25756.862,0.001,0.000,8310.252,53.297,0.120,0.001,16333.086,2310.804,0.063,0.014
claix23,tmp,4194304,1,1,1000,1084.549,23.081,0.922,0.021,1034401.622,20801.081,0.001,0.000,2094.895,5.121,0.477,0.001,5038.311,37.935,0.198,0.001
claix23,tmp,16777216,1,1,1000,270.510,2.384,3.697,0.033,1059795.733,40079.365,0.001,0.000,519.647,1.104,1.924,0.004,1307.748,9.740,0.765,0.006
claix23,tmp,67108864,1,1,1000,57.195,0.077,17.484,0.024,980143.774,16853.414,0.001,0.000,93.719,0.261,10.670,0.030,140.393,9.390,7.153,0.506
claix23,tmp,4194304,50,1,1000,20256.703,1446.825,0.050,0.003,20712365.642,6375648.171,0.000,0.000,30963.160,549.858,0.032,0.001,50018.635,464.922,0.020,0.000
claix23,tmp,16777216,50,1,1000,4720.914,246.877,0.212,0.010,22186645.239,1904829.432,0.000,0.000,4891.327,55.846,0.204,0.002,12747.774,64.267,0.078,0.000
claix23,tmp,67108864,50,1,1000,1044.496,82.390,0.962,0.070,20108838.228,1622454.040,0.000,0.000,1177.393,2.370,0.849,0.002,3003.892,232.494,0.335,0.027
claix23,tmp,1,50,1,50000,111173.869,12178.048,0.456,0.062,41123451.122,359061.184,0.001,0.000,1346699.102,45525.820,0.037,0.001,86021.928,3668.361,0.582,0.026
claix23,tmp,4,50,1,50000,116427.347,6299.782,0.431,0.025,41338554.014,327042.177,0.001,0.000,1318562.254,37623.040,0.038,0.001,82062.982,11235.684,0.623,0.112
claix23,tmp,16,50,1,50000,115531.977,5553.397,0.434,0.021,41418731.919,669182.501,0.001,0.000,1328668.581,31807.415,0.038,0.001,87035.575,2068.661,0.575,0.014
claix23,tmp,64,50,1,50000,113544.932,8565.924,0.443,0.034,41332729.575,631777.645,0.001,0.000,1323316.570,31327.460,0.038,0.001,87187.479,1886.133,0.574,0.013
claix23,tmp,256,50,1,50000,118005.054,3114.285,0.424,0.011,41598664.966,885764.889,0.001,0.000,1280451.455,33985.245,0.039,0.001,84622.003,2303.214,0.591,0.017
claix23,tmp,1024,50,1,50000,116775.262,6308.482,0.429,0.026,40857954.170,760397.311,0.001,0.000,1265901.448,47536.624,0.040,0.001,76708.170,20935.539,0.813,0.664
claix23,tmp,4096,50,1,50000,118178.043,6047.617,0.424,0.022,41310204.936,664924.370,0.001,0.000,1295113.555,39941.850,0.039,0.001,86325.015,3362.659,0.580,0.024
claix23,tmp,16384,50,1,50000,117613.096,5375.036,0.426,0.020,40133667.796,513862.910,0.001,0.000,1253126.970,39744.699,0.040,0.001,84450.957,5714.324,0.595,0.047
claix23,tmp,65536,50,1,50000,116004.892,5660.822,0.432,0.022,39324164.066,511714.553,0.001,0.000,1142279.514,41961.420,0.044,0.002,85185.358,3176.263,0.588,0.023
claix23,tmp,262144,50,1,50000,112008.719,7812.683,0.449,0.034,38668413.279,1084971.463,0.001,0.000,592688.323,1351.806,0.084,0.000,81270.514,1922.497,0.616,0.015
claix23,tmp,1048576,50,1,50000,79278.610,8076.676,0.636,0.062,37804868.829,652885.352,0.001,0.000,148776.092,2436.705,0.336,0.006,22265.615,10895.186,2.760,1.297
claix23,tmp,50331648,96,1,96,1699.974,9.331,0.056,0.000,5395703.158,1886709.256,0.000,0.000,1618.355,6.041,0.059,0.000,3377.564,19.553,0.028,0.000
claix23,tmp,25165824,96,1,192,3370.011,36.544,0.057,0.001,8962664.735,4576414.606,0.000,0.001,3687.992,23.833,0.052,0.000,6681.699,108.897,0.029,0.000
claix23,tmp,10066329,96,1,480,8584.167,45.853,0.056,0.000,18357768.468,7360666.807,0.000,0.000,10105.459,50.822,0.048,0.000,16496.730,130.702,0.029,0.000
claix23,tmp,5033164,96,1,960,15547.632,4013.480,0.072,0.043,25859200.531,10141669.401,0.000,0.001,20641.746,1558.410,0.047,0.004,24068.581,4722.768,0.042,0.014
claix23,tmp,2396745,96,1,2016,35571.870,686.156,0.057,0.001,33735731.667,12572299.340,0.000,0.001,61547.620,4205.116,0.033,0.003,31145.260,474.023,0.065,0.001
claix23,tmp,1198372,96,1,4032,41105.085,3251.710,0.099,0.009,46741316.911,14446628.215,0.000,0.000,136855.957,1091.593,0.029,0.000,31219.351,1256.506,0.129,0.005
claix23,tmp,592137,96,1,8160,48439.669,1403.283,0.169,0.005,54695606.036,13768238.875,0.000,0.000,276706.048,8087.815,0.030,0.001,32946.219,406.015,0.248,0.003
claix23,tmp,296068,96,1,16320,48501.061,4122.264,0.339,0.036,53514430.350,22518710.372,0.001,0.002,553658.776,3627.375,0.029,0.000,31233.846,674.393,0.523,0.011
claix23,tmp,147600,96,1,32736,47898.707,4866.261,0.691,0.080,59946040.788,13575722.275,0.001,0.000,1058020.830,49547.357,0.031,0.002,31748.245,207.719,1.031,0.007
claix23,tmp,73800,96,1,65472,47042.726,3860.787,1.401,0.123,63792624.431,7228796.015,0.001,0.000,1671005.678,107784.263,0.039,0.003,30364.758,1142.939,2.159,0.088
claix23,tmp,36873,96,1,131040,48356.582,2360.147,2.716,0.142,66608113.478,5528545.553,0.002,0.000,2091312.463,11866.884,0.063,0.000,28465.572,4366.413,4.730,0.921
claix23,tmp,18436,96,1,262080,45159.641,4041.622,5.851,0.600,68909907.698,3943322.964,0.004,0.000,980790.756,161573.110,0.274,0.049,28543.490,3856.353,9.360,1.471
claix23,tmp,9216,96,1,524256,44643.960,3446.693,11.810,0.971,62339339.566,22712586.302,0.090,0.260,1152083.267,392616.841,0.529,0.253,27504.804,2567.999,19.205,1.722
